type	x	y	z	tag	br
DCP	-60	-90	-16	2	1
DCP	-79	-117	-16	2	1
DCP	-112	-137	-16	2	1
DCP	-118	-90	-16	2	1
DCP	-93	-56	-16	2	1
DCP	-40	-57	-16	2	1
DCP	9	-20	-7	2	1
DCP	5	2	-7	2	1
DCP	-34	9	-7	2	1
DCP	-57	3	-7	2	1
DCP	-116	21	-7	2	1
DCP	-88	61	-7	2	1
DCP	-34	89	-6.5	2	1
DCP	-13	83	-6.5	2	1
DCP	28	77	-6.5	2	1
DCP	26	68	-6.5	2	1
DCP	84	92	-6.5	2	1
DCP	106	47	-6.5	2	1
DCP	101	-24	-6.5	2	1
DCP	67	-49	-6.5	2	1
DCP	76	-31	-12	2	1
DCP	-107	84	-12	2	1
DCP	-104	93	-12	2	1
DCP	107	137.5	-1.5	2	1
DCP	64	133.5	-1.5	2	1
DCP	19	126.5	-1.5	2	1
DCP	-43	123.5	-1.5	2	1
DCP	-101	116.5	-1.5	2	1
DCP	-102	127.5	-1.5	2	1
DCP	-93	165.5	-1.5	2	1
DCP	-14	164.5	-1.5	2	1
DCP	12	158.5	-1.5	2	1
DCP	23	164.5	-1.5	2	1
DCP	26	186.5	-1.5	2	1
DCP	35	205.5	-1.5	2	1
DCP	81	176.5	-1.5	2	1
DCP	115	209.5	-1.5	2	1
DCP	113	213.5	3.5	2	1
DCP	115	231.5	3.5	2	1
DCP	118	270.5	3.5	2	1
DCP	80	266.5	3.5	2	1
DCP	67	247.5	3.5	2	1
DCP	15	265.5	3.5	2	1
DCP	-10	240.5	3.5	2	1
DCP	-31	227.5	1.5	2	1
DCP	-52	202.5	1.5	2	1
DCP	-119	190.5	1.5	2	1
DCP	-115	225.5	1.5	2	1
DCP	-70	255.5	1.5	2	1
DCP	-47	253.5	1.5	2	1
DCP	-101	281.5	1.5	2	1
DCP	-107	290.5	1.5	2	1
DCP	-107	314.5	1.5	2	1
DCP	-39	328.5	1.5	2	1
DCP	-3	316.5	1.5	2	1
DCP	21	336.5	1.5	2	1
DCP	67	309.5	1.5	2	1
DCP	109	348.5	1.5	2	1
DCP	-24	369.5	1.5	2	1
DCP	-61	401.5	1.5	2	1
DCP	-116	384.5	1.5	2	1
DCP	-116	366.5	1.5	2	1
DCP	-54	422.5	1.5	2	1
DCP	-13	435.5	1.5	2	1
DCP	-40	461.5	1.5	2	1
DCP	-78	487.5	6	2	1
DCP	-122	507.5	6	2	1
DCP	-8	446.5	6	2	1
DCP	38	425.5	6	2	1
DCP	38	409.5	6	2	1
DCP	87	463.5	6	2	1
DCP	98	481.5	6	2	1
DCP	85	498.5	6	2	1
DCP	51	507.5	6	2	1
DCP	15	487.5	6	2	1
DCP	118	504.5	6	2	1
DCP	122	511.5	6	2	1
DCP	97	576.5	6	2	1
DCP	98	591.5	6	2	1
DCP	52	547.5	6	2	1
DCP	9	540.5	6	2	1
DCP	-7	549.5	6	2	1
DCP	-20	534.5	6	2	1
DCP	-60	559.5	6	2	1
DCP	-97	563.5	6	2	1
DCP	69	634	6	2	1
DCP	41	602	6	2	1
DCP	23	640	6	2	1
DCP	8	643	6	2	1
DCP	-32	626	6	2	1
DCP	-84	619	6	2	1
DCP	-95	627	6	2	1
DCP	-120	654	6	2	1
DCP	-77	715	6	2	1
DCP	-23	681	6	2	1
DCP	59	697	6	2	1
DCP	56	715	6	2	1
DCP	101	742	6	2	1
DCP	120	734	6	2	1
DCP	117	712	6	2	1
DCP	71	781	6	2	1
DCP	33	782	6	2	1
DCP	19	742	6	2	1
DCP	-20	779	6	2	1
DCP	-33	804	6	2	1
DCP	-64	810	6	2	1
DCP	-73	790	6	2	1
DCP	-98	831	6	2	1
DCP	-121	733	6	2	1
DCP	28	826	6.5	2	1
DCP	86	832	6.5	2	1
DCP	119	829	6.5	2	1
DCP	14	855	6.5	2	1
DCP	47	886	6.5	2	1
DCP	56	900	6.5	2	1
DCP	111	902	6.5	2	1
DCP	78	950	6.5	2	1
DCP	121	979	12.5	2	1
DCP	42	979	12.5	2	1
DCP	47	991	12.5	2	1
DCP	19	1013	12.5	2	1
DCP	3	1020	12.5	2	1
DCP	-44	982	12.5	2	1
DCP	-6	952	12.5	2	1
DCP	-6	884	12.5	2	1
DCP	-34	867	12.5	2	1
DCP	-68	910	9	2	1
DCP	-104	909	9	2	1
DCP	-104	943	9	2	1
DCP	-93	1007	9	2	1
DCP	-46	1028	12	2	1
DCP	42	1050	12	2	1
DCP	93	1076	12	2	1
DCP	99	1036	13	2	1
DCP	16	1101	13	2	1
DCP	17	1115	13	2	1
DCP	80	1118	17	2	1
DCP	114	1161	17	2	1
DCP	111	1190	17	2	1
DCP	56	1178	17	2	1
DCP	17	1160	17	2	1
DCP	-9	1137	17	2	1
DCP	-43	1097	17	2	1
DCP	-50	1108	17	2	1
DCP	-26	1194	17	2	1
DCP	1	1210	17	2	1
DCP	56	1283	17	2	1
DCP	-40	1299	17	2	1
DCP	-108	1291	17	2	1
DCP	-93	1271	17	2	1
DCP	-90	1230	17	2	1
DCP	72	1347.5	18.5	2	1
DCP	42	1351.5	18.5	2	1
DCP	22	1369.5	18.5	2	1
DCP	85	1385.5	18.5	2	1
DCP	58	1429.5	18.5	2	1
DCP	7	1418.5	18.5	2	1
DCP	-18	1397.5	18.5	2	1
DCP	-41	1338.5	18.5	2	1
DCP	-57	1336.5	18.5	2	1
DCP	-100	1385.5	18.5	2	1
DCP	-103	1423.5	18.5	2	1
DCP	-74	1466.5	18.5	2	1
DCP	-21	1510.5	18.5	2	1
DCP	-96	1510.5	18.5	2	1
DCP	-60	1554.5	18.5	2	1
DCP	-32	1537.5	18.5	2	1
DCP	36	1493.5	18.5	2	1
DCP	40	1471.5	18.5	2	1
DCP	61	1461.5	18.5	2	1
DCP	53	1502.5	18.5	2	1
DCP	103	1542.5	18.5	2	1
DCP	124	1479.5	18.5	2	1
DCP	38	1558	20	2	1
DCP	-100	1571	20	2	1
DCP	-121	1601	20	2	1
DCP	-38	1594	20	2	1
DCP	-13	1611	22.5	2	1
DCP	48	1600	22.5	2	1
DCP	74	1620	22.5	2	1
DCP	30	1659	25.5	2	1
DCP	-64	1645	25.5	2	1
DCP	-104	1680	25.5	2	1
DCP	-69	1727	25.5	2	1
DCP	-25	1720	25.5	2	1
DCP	6	1693.5	12	2	1
DCP	48	1703.5	12	2	1
DCP	119	1697.5	12	2	1
DCP	36	1755.5	12	2	1
DCP	42	1775.5	12	2	1
DCP	7	1783.5	12	2	1
DCP	-22	1762.5	12	2	1
DCP	-68	1791.5	12	2	1
DCP	-118	1782.5	10	2	1
DCP	-123	1739.5	10	2	1
DCP	-84	1826.5	10	2	1
DCP	-54	1824.5	10	2	1
DCP	41	1808.5	10	2	1
DCP	91	1805.5	13	2	1
DCP	100	1820.5	13	2	1
DCP	25	1859.5	13	2	1
DCP	67	1872	13	2	1
DCP	83	1909	13	2	1
DCP	68	1948	13	2	1
DCP	105	1961	13	2	1
DCP	11	1888	13	2	1
DCP	-69	1904	13	2	1
DCP	-111	1873	13	2	1
DCP	-93	1932	13	2	1
DCP	-111	2006	13	2	1
DCP	-74	2047	13	2	1
DCP	-100	2102	13	2	1
DCP	-41	2087	13	2	1
DCP	-19	2031	13	2	1
DCP	-30	2014	13	2	1
DCP	-23	1996	13	2	1
DCP	-1	1976	13	2	1
DCP	19	1996	13	2	1
DCP	37	2060	13	2	1
DCP	52	2081	13	2	1
DCP	64	2065	13	2	1
DCP	97	2094	13	2	1
DCP	122	2028	13	2	1
DCP	64	2121	13	2	1
DCP	6	2144	13	2	1
DCP	-39	2154	13	2	1
DCP	-36	2173	13	2	1
DCP	-68	2208	13	2	1
DCP	-72	2240	13	2	1
DCP	19	2199	12.5	2	1
DCP	72	2191	12.5	2	1
DCP	58	2238	12.5	2	1
DCP	26	2259	12.5	2	1
DCP	101	2315	12.5	2	1
DCP	77	2334	12.5	2	1
DCP	-15	2299	12.5	2	1
DCP	-39	2312	12.5	2	1
DCP	83	2354.5	12.5	2	1
DCP	23	2356.5	12.5	2	1
DCP	-7	2342.5	12.5	2	1
DCP	-103	2330.5	9.5	2	1
DCP	-95	2378.5	9.5	2	1
DCP	-21	2419.5	9.5	2	1
DCP	46	2469.5	9.5	2	1
DCP	68	2485.5	9.5	2	1
DCP	13	2481.5	9.5	2	1
DCP	-9	2495.5	9.5	2	1
DCP	-33	2486.5	9.5	2	1
DCP	-60	2476.5	9.5	2	1
DCP	-93	2475.5	9.5	2	1
DCP	-108	2445.5	9.5	2	1
DCP	-105	2502.5	9.5	2	1
DCP	-84	2531.5	9.5	2	1
DCP	0	2549.5	9.5	2	1
DCP	63	2548.5	9.5	2	1
DCP	121	2459.5	9.5	2	1
DCP	91	2593	9.5	2	1
DCP	-12	2567	9.5	2	1
DCP	-17	2614	9.5	2	1
DCP	-33	2637	7.5	2	1
DCP	-118	2593	7.5	2	1
DCP	-121	2663	7.5	2	1
DCP	-76	2686	7.5	2	1
DCP	-88	2709	7.5	2	1
DCP	-112	2704	7.5	2	1
DCP	-22	2701	7.5	2	1
DCP	-6	2685	11.5	2	1
DCP	74	2694	11.5	2	1
DCP	104	2692	11.5	2	1
DCP	120	2683	11.5	2	1
DCP	79	2750	11.5	2	1
DCP	5	2785	11.5	2	1
DCP	-27	2749	11.5	2	1
DCP	-97	2775	11.5	2	1
DCP	2	2946	11.5	2	1
DCP	-10	2983	11.5	2	1
DCP	-100	2947	11.5	2	1
DCP	-63	2883	11.5	2	1
DCP	-79	2833	11.5	2	1
DCP	-39	2805	11.5	2	1
DCP	-120	2798	11.5	2	1
DCP	-125	2883	11.5	2	1
DCP	92	2806	11.5	2	1
DCP	69	2914	8	2	1
DCP	87	2988	8	2	1
DCP	17	3013	8	2	1
DCP	-46	3026	8	2	1
DCP	-92	2993	8	2	1
DCP	79	3050.5	8	2	1
DCP	42	3049.5	8	2	1
DCP	-27	3098.5	8	2	1
DCP	-98	3038.5	8	2	1
DCP	-123	3043.5	8	2	1
DCP	-71	3111.5	5	2	1
DCP	-45	3112.5	5	2	1
DCP	-2	3148.5	5	2	1
DCP	20	3183.5	5	2	1
DCP	-17	3204.5	5	2	1
DCP	-126	3134.5	5	2	1
DCP	-119	3195.5	5	2	1
DCP	47	3181.5	5	2	1
DCP	53	3185.5	5	2	1
DCP	86	3145.5	5	2	1
DCP	102	3160.5	5	2	1
DCP	24	3266.5	5	2	1
DCP	-49	3264.5	5	2	1
DCP	101	3284.5	6	2	1
DCP	112	3305.5	6	2	1
DCP	68	3328.5	6	2	1
DCP	52	3310.5	6	2	1
DCP	4	3326.5	6	2	1
DCP	-80	3291.5	6	2	1
DCP	-91	3326.5	6	2	1
DCP	-91	3344.5	6	2	1
DCP	-45	3393.5	11	2	1
DCP	-32	3430.5	11	2	1
DCP	51	3412.5	11	2	1
DCP	64	3414.5	11	2	1
DCP	110	3371.5	11	2	1
DCP	48	3465.5	11	2	1
DCP	13	3455.5	11	2	1
DCP	-36	3496.5	11	2	1
DCP	-94	3448.5	11	2	1
DCP	60	3523.5	11	2	1
DCP	79	3533.5	15.5	2	1
DCP	15	3515.5	15.5	2	1
DCP	8	3552.5	15.5	2	1
DCP	4	3567.5	19	2	1
DCP	18	3583.5	18	2	1
DCP	98	3590.5	18	2	1
DCP	-54	3542.5	12.5	2	1
DCP	-98	3535.5	12.5	2	1
DCP	-119	3555.5	12.5	2	1
DCP	-67	3606.5	12.5	2	1
DCP	-27	3638.5	16.5	2	1
DCP	-4	3647.5	16.5	2	1
DCP	59	3671.5	16.5	2	1
DCP	122	3680.5	16.5	2	1
DCP	106	3713.5	16.5	2	1
DCP	113	3737.5	16.5	2	1
DCP	-34	3716.5	16.5	2	1
DCP	-25	3732.5	16.5	2	1
DCP	-92	3698.5	16.5	2	1
DCP	-8	3753.5	11.5	2	1
DCP	68	3783.5	11.5	2	1
DCP	91	3811.5	11.5	2	1
DCP	73	3844.5	11.5	2	1
DCP	15	3833.5	15	2	1
DCP	-32	3827.5	15	2	1
DCP	-118	3783.5	15	2	1
DCP	-117	3771.5	15	2	1
DCP	-80	3869.5	15	2	1
DCP	-88	3885.5	15	2	1
DCP	-69	3891.5	15	2	1
DCP	-12	3918.5	15	2	1
DCP	4	3895.5	15	2	1
DCP	110	3872.5	15	2	1
DCP	66	3975.5	15	2	1
DCP	-55	3966.5	15	2	1
DCP	-111	3948.5	15	2	1
DCP	-119	3919.5	15	2	1
DCP	-51	4009	18	2	1
DCP	-42	4030	18	2	1
DCP	-118	4033	18	2	1
DCP	-58	4072	22	2	1
DCP	-18	4074	22	2	1
DCP	34	4079	22	2	1
DCP	113	4074	17	2	1
DCP	66	4004	17	2	1
DCP	72	4127	17	2	1
DCP	57	4146	13.5	2	1
DCP	91	4177	13.5	2	1
DCP	116	4147	16.5	2	1
DCP	-25	4153	16.5	2	1
DCP	-35	4182	16.5	2	1
DCP	-120	4112	19	2	1
DCP	6	4226	9	2	1
DCP	0	4264	9	2	1
DCP	28	4268	9	2	1
DCP	98	4251	9	2	1
DCP	108	4199	9	2	1
DCP	50	4239	15	2	1
DCP	-102	4231	15	2	1
DCP	-101	4202	15	2	1
DCP	-64	4290	13.5	2	1
DCP	-44	4317	13.5	2	1
DCP	-8	4299	13.5	2	1
DCP	78	4338	13.5	2	1
DCP	103	4299	13.5	2	1
DCP	78	4369	13.5	2	1
DCP	8	4351	13.5	2	1
DCP	-5	4386	13.5	2	1
DCP	64	4399	13.5	2	1
DCP	-58	4406	13.5	2	1
DCP	-69	4395	13.5	2	1
DCP	101	4446.5	14.5	2	1
DCP	111	4470.5	14.5	2	1
DCP	81	4493.5	14.5	2	1
DCP	34	4503.5	14.5	2	1
DCP	5	4493.5	14.5	2	1
DCP	-31	4447.5	12.5	2	1
DCP	-56	4447.5	12.5	2	1
DCP	-107	4530.5	12.5	2	1
DCP	-121	4544.5	12	2	1
DCP	-50	4560.5	12	2	1
DCP	28	4567.5	17.5	2	1
DCP	75	4580.5	17.5	2	1
DCP	69	4627.5	17.5	2	1
DCP	1	4640.5	17.5	2	1
DCP	-45	4637.5	17.5	2	1
DCP	-16	4601.5	17.5	2	1
DCP	-107	4650.5	17.5	2	1
DCP	105	4688.5	13	2	1
DCP	105	4697.5	13	2	1
DCP	100	4716.5	15	2	1
DCP	37	4696.5	15	2	1
DCP	21	4714.5	15	2	1
DCP	40	4734.5	15	2	1
DCP	-28	4705.5	15	2	1
DCP	-90	4750.5	18	2	1
DCP	-41	4778.5	12.5	2	1
DCP	-6	4810.5	12.5	2	1
DCP	53	4821.5	12.5	2	1
DCP	90	4789.5	12.5	2	1
DCP	-84	4858.5	12.5	2	1
DCP	-103	4856.5	12.5	2	1
DCP	3	4904.5	12.5	2	1
DCP	80	4936.5	17.5	2	1
DCP	112	5025.5	17.5	2	1
DCP	68	5005.5	17.5	2	1
DCP	18	4969.5	11	2	1
DCP	-11	4991.5	11	2	1
DCP	-67	4949.5	11	2	1
DCP	-100	4999.5	11	2	1
DCP	-64	5007.5	11	2	1
DCP	-39	5022.5	11	2	1
DCP	60	5054.5	14	2	1
DCP	41	5078.5	14	2	1
DCP	-55	5066.5	14	2	1
DCP	-82	5070.5	14	2	1
DCP	-117	5054.5	14	2	1
DCP	-44	5121.5	14	2	1
DCP	20	5133.5	14	2	1
DCP	90	5141.5	14	2	1
DCP	2	5169	17	2	1
DCP	32	5205	17	2	1
DCP	-81	5167	17	2	1
DCP	-110	5197	17	2	1
DCP	-103	5243	17	2	1
DCP	-65	5280	17.5	2	1
DCP	-113	5295	17.5	2	1
DCP	-124	5338	17.5	2	1
DCP	-84	5359	17.5	2	1
DCP	-101	5398	17.5	2	1
DCP	-30	5382	22.5	2	1
DCP	-9	5304	22.5	2	1
DCP	-12	5253	22.5	2	1
DCP	56	5257	22.5	2	1
DCP	86	5268	22.5	2	1
DCP	49	5289	22.5	2	1
DCP	63	5333	22.5	2	1
DCP	30	5387	22.5	2	1
DCP	61	5398	20.5	2	1
DCP	-10	5427.5	18.5	2	1
DCP	-21	5451.5	20.5	2	1
DCP	6	5447.5	20.5	2	1
DCP	-121	5436.5	20.5	2	1
DCP	-83	5489.5	20.5	2	1
DCP	44	5529.5	20.5	2	1
DCP	57	5527.5	20.5	2	1
DCP	83	5546.5	20.5	2	1
DCP	-39	5595	2	2	1
DCP	-95	5596	2	2	1
DCP	-114	5542	2	2	1
DCP	-44	5644	5.5	2	1
DCP	-73	5668	5.5	2	1
DCP	-94	5715	5.5	2	1
DCP	-61	5735	5.5	2	1
DCP	-13	5670	5.5	2	1
DCP	-5	5728	5.5	2	1
DCP	49	5707	5.5	2	1
DCP	52	5643	5.5	2	1
DCP	93	5632	3	2	1
DCP	102	5810	7.5	2	1
DCP	79	5804	7.5	2	1
DCP	61	5795	7.5	2	1
DCP	32	5782	7.5	2	1
DCP	-36	5821	10.5	2	1
DCP	-75	5769	10.5	2	1
DCP	-118	5825	10.5	2	1
DCP	-113	5869	10.5	2	1
DCP	-77	5860	10.5	2	1
DCP	-62	5908	15.5	2	1
DCP	-94	5942	15.5	2	1
DCP	-26	5952	15.5	2	1
DCP	35	5900	11.5	2	1
DCP	53	5920	11.5	2	1
DCP	121	5876	11.5	2	1
DCP	27	5993.5	8	2	1
DCP	-96	5996.5	8	2	1
DCP	-58	6027.5	13	2	1
DCP	-23	6041.5	13	2	1
DCP	-42	6098.5	13	2	1
DCP	26	6089.5	13	2	1
DCP	88	6087.5	12	2	1
DCP	115	6120.5	12	2	1
DCP	100	6146.5	12	2	1
DCP	79	6179.5	12	2	1
DCP	-69	6159.5	21	2	1
DCP	-119	6107.5	21	2	1
DCP	-41	6206.5	23.5	2	1
DCP	-53	6268.5	23.5	2	1
DCP	-74	6268.5	23.5	2	1
DCP	-89	6255.5	23.5	2	1
DCP	-118	6189.5	23.5	2	1
DCP	21	6270.5	23.5	2	1
DCP	57	6230.5	20	2	1
DCP	93	6276.5	20	2	1
DCP	73	6286.5	20	2	1
DCP	-33	6313.5	20	2	1
DCP	74	6356.5	20	2	1
DCP	37	6374.5	20	2	1
DCP	-59	6374.5	24	2	1
DCP	-114	6349.5	24	2	1
DCP	-87	6332.5	17	2	1
DCP	13	6406.5	17	2	1
DCP	80	6431.5	17	2	1
DCP	88	6489.5	22.5	2	1
DCP	49	6511.5	22.5	2	1
DCP	-60	6502.5	26	2	1
DCP	-75	6511.5	26	2	1
DCP	-119	6512.5	26	2	1
DCP	-99	6581.5	28	2	1
DCP	-34	6549.5	28	2	1
DCP	12	6579.5	26.5	2	1
DCP	-31	6599.5	26.5	2	1
DCP	47	6561.5	26.5	2	1
DCP	57	6621.5	26.5	2	1
DCP	36	6633.5	26.5	2	1
DCP	-42	6641.5	26.5	2	1
DCP	-25	6596.5	26.5	2	1
DCP	65	6715.5	22	2	1
DCP	108	6725.5	22	2	1
DCP	78	6773.5	22	2	1
DCP	53	6805.5	22	2	1
DCP	6	6785.5	26.5	2	1
DCP	-34	6777.5	26.5	2	1
DCP	-49	6786.5	26.5	2	1
DCP	-67	6823.5	26.5	2	1
DCP	-37	6841.5	26.5	2	1
DCP	-95	6774.5	26.5	2	1
DCP	-58	6721.5	26.5	2	1
DCP	10	6869.5	27.5	2	1
DCP	52	6892.5	27.5	2	1
DCP	91	6888.5	27.5	2	1
DCP	32	6919.5	20.5	2	1
DCP	-39	6927.5	20.5	2	1
DCP	-60	6903.5	20.5	2	1
DCP	-68	7010.5	20.5	2	1
DCP	-111	7026.5	20.5	2	1
DCP	-22	7004.5	20.5	2	1
DCP	78	6995.5	20.5	2	1
DCP	94	7033.5	20.5	2	1
DCP	73	7071.5	20.5	2	1
DCP	-9	7076.5	22.5	2	1
DCP	-10	7115.5	22.5	2	1
DCP	-41	7122.5	22.5	2	1
DCP	101	7133.5	25.5	2	1
DCP	30	7150.5	25.5	2	1
DCP	67	7158.5	25.5	2	1
DCP	117	7194.5	25.5	2	1
DCP	60	7218.5	25.5	2	1
DCP	15	7205.5	25.5	2	1
DCP	-40	7220.5	25.5	2	1
DCP	-66	7217.5	25.5	2	1
DCP	-119	7163.5	25.5	2	1
DCP	-97	7153.5	25.5	2	1
DCP	-114	7253.5	26.5	2	1
DCP	-66	7320.5	26.5	2	1
DCP	-25	7308.5	26.5	2	1
DCP	28	7337.5	26.5	2	1
DCP	79	7323.5	30	2	1
DCP	71	7307.5	30	2	1
DCP	103	7395.5	30.5	2	1
DCP	0	7421.5	27.5	2	1
DCP	56	7452.5	33	2	1
DCP	66	7443.5	33	2	1
DCP	0	7457.5	28.5	2	1
DCP	-74	7485.5	28.5	2	1
DCP	-81	7465.5	28.5	2	1
DCP	62	7497.5	32	2	1
DCP	122	7495.5	37	2	1
DCP	109	7555.5	37	2	1
DCP	111	7579.5	37	2	1
DCP	-51	7570.5	37.5	2	1
DCP	-89	7558.5	37.5	2	1
DCP	-112	7547.5	42.5	2	1
DCP	20	7603	31.5	2	1
DCP	-5	7610	31.5	2	1
DCP	-47	7652	29.5	2	1
DCP	37	7635	29.5	2	1
DCP	45	7634	29.5	2	1
DCP	46	7691	29.5	2	1
DCP	121	7716	29.5	2	1
DCP	72	7752	29.5	2	1
DCP	-4	7739	29.5	2	1
DCP	-57	7703	29.5	2	1
DCP	-99	7761	25.5	2	1
DCP	-113	7696	25.5	2	1
DCP	-48	7817	28.5	2	1
DCP	40	7818	28.5	2	1
DCP	73	7813	28.5	2	1
DCP	105	7851	31.5	2	1
DCP	-22	7869	31	2	1
DCP	-39	7848	31	2	1
DCP	-13	7891	31	2	1
DCP	-65	7932	31	2	1
DCP	-114	7926	31	2	1
DCP	98	7953	26.5	2	1
DCP	110	7955	26.5	2	1
DCP	99	7975	26.5	2	1
DCP	25	7969	34.5	2	1
DCP	-68	8004	34.5	2	1
DCP	-66	8023	34.5	2	1
DCP	-19	8033	34.5	2	1
DCP	62	8070	34.5	2	1
DCP	-16	8078	34.5	2	1
DCP	-9	8198	41.5	2	1
DCP	10	8189	41.5	2	1
DCP	55	8187	41.5	2	1
DCP	-13	8103	38	2	1
DCP	-56	8118	38	2	1
DCP	-34	8267	38	2	1
DCP	107	8250	38	2	1
DCP	31.5	8350.5	46.5	2	1
DCP	107.5	8364.5	46.5	2	1
DCP	13.5	8391.5	47.5	2	1
DCP	-23.5	8383.5	47.5	2	1
DCP	-35.5	8368.5	47.5	2	1
DCP	-35.5	8433.5	47.5	2	1
DCP	96.5	8414.5	52.5	2	1
DCP	94.5	8517	58	2	1
DCP	8.5	8495	58	2	1
DCP	-12.5	8501	58	2	1
DCP	-43.5	8579	58	2	1
DCP	-75.5	8585	58	2	1
DCP	-90.5	8550	62	2	1
DCP	21.5	8593	62	2	1
DCP	86.5	8665	76.5	2	1
DCP	-8.5	8688	76.5	2	1
DCP	-86.5	8661	73	2	1
DCP	-46.5	8721	76	2	1
DCP	-109.5	8718	76	2	1
DCP	-46.5	8795	78.5	2	1
DCP	-43.5	8828	84	2	1
DCP	-69.5	8853	84	2	1
DCP	-5.5	8869	84	2	1
DCP	63.5	8825	84	2	1
DCP	87.5	8830	84	2	1
DCP	125.5	8834	82.5	2	1
DCP	39.5	8922	82.5	2	1
DCP	28.5	8933	87	2	1
DCP	-49.5	8928	88	2	1
DCP	-1	9006	0	2	1
DCP	46	8982	0	2	1
DCP	-95	8965	0	2	1
DCP	369	-606	0.5	2	1
DCP	349	-596	0.5	2	1
DCP	274	-605	0.5	2	1
DCP	266	-612	0.5	2	1
DCP	218	-620	0.5	2	1
DCP	205	-607	0.5	2	1
DCP	212	-580	0.5	2	1
DCP	166	-548	9	2	1
DCP	210	-528	9	2	1
DCP	223	-509	2	2	1
DCP	218	-490	2	2	1
DCP	194	-482	2	2	1
DCP	129	-482	2	2	1
DCP	132	-503	2	2	1
DCP	159	-423	2	2	1
DCP	166	-453	2	2	1
DCP	194	-384	1.5	2	1
DCP	213	-447	2	2	1
DCP	258	-388	2	2	1
DCP	288	-384	2	2	1
DCP	271	-450	2	2	1
DCP	267	-505	2	2	1
DCP	283	-524	2	2	1
DCP	308	-525	2	2	1
DCP	312	-570	2	2	1
DCP	363	-530	2	2	1
DCP	348	-474	2.5	2	1
DCP	364	-450	1.5	2	1
DCP	361	-359	0	2	1
DCP	287	-372	1.5	2	1
DCP	277	-370	1.5	2	1
DCP	220	-345	2	2	1
DCP	209	-362	2	2	1
DCP	320	-321.5	0	2	1
DCP	293	-316.5	0	2	1
DCP	241	-304.5	0	2	1
DCP	221	-287.5	0	2	1
DCP	165	-290.5	0	2	1
DCP	144	-285.5	0	2	1
DCP	144	-340.5	0	2	1
DCP	144	-353.5	0	2	1
DCP	155	-374.5	0	2	1
DCP	203	-261.5	0	2	1
DCP	226	-264.5	0	2	1
DCP	305	-273.5	0	2	1
DCP	353	-280.5	0	2	1
DCP	337	-254.5	0	2	1
DCP	331	-240.5	3	2	1
DCP	359	-218.5	3	2	1
DCP	366	-206.5	3	2	1
DCP	333	-167.5	3	2	1
DCP	299	-229.5	3	2	1
DCP	245	-189.5	3	2	1
DCP	236	-203.5	3	2	1
DCP	186	-188.5	3	2	1
DCP	164	-149.5	3	2	1
DCP	159	-201.5	3	2	1
DCP	149	-244.5	3.5	2	1
DCP	302	-135	8	2	1
DCP	256	-140	8	2	1
DCP	272	-103	9	2	1
DCP	246	-91	9	2	1
DCP	184	-130	4.5	2	1
DCP	135	-55	5.5	2	1
DCP	150	-37	5.5	2	1
DCP	162	-9	5.5	2	1
DCP	135	27	5.5	2	1
DCP	211	-30	5.5	2	1
DCP	259	-50	5.5	2	1
DCP	340	-57	7.5	2	1
DCP	360	-111	7.5	2	1
DCP	366	-106	7.5	2	1
DCP	339	6	7.5	2	1
DCP	308	0	7.5	2	1
DCP	306	-13	7.5	2	1
DCP	270	-11	7.5	2	1
DCP	230	26	7.5	2	1
DCP	258	68	12	2	1
DCP	303	63	12	2	1
DCP	335	67	12	2	1
DCP	202	68	9	2	1
DCP	174	70	9	2	1
DCP	315	102	9	2	1
DCP	289	116	9	2	1
DCP	277	134	9	2	1
DCP	240	143	9	2	1
DCP	191	123	6.5	2	1
DCP	171	96	6.5	2	1
DCP	159	134	6.5	2	1
DCP	164	169	6.5	2	1
DCP	201	171	6.5	2	1
DCP	221	179	6.5	2	1
DCP	300	183	11	2	1
DCP	331	196	10.5	2	1
DCP	351	178	14.5	2	1
DCP	366	222	14.5	2	1
DCP	292	243	14.5	2	1
DCP	264	219	14.5	2	1
DCP	218	210	9	2	1
DCP	153	250	9	2	1
DCP	189	262	9	2	1
DCP	184	288	9	2	1
DCP	223	300	9	2	1
DCP	309	262	13.5	2	1
DCP	309	285	13.5	2	1
DCP	348	286	13.5	2	1
DCP	270	310.5	13	2	1
DCP	300	341.5	13	2	1
DCP	319	364.5	13	2	1
DCP	355	389.5	13	2	1
DCP	302	380.5	13	2	1
DCP	221	378.5	14.5	2	1
DCP	219	397.5	14.5	2	1
DCP	203	393.5	14.5	2	1
DCP	178	333.5	9.5	2	1
DCP	155	321.5	9.5	2	1
DCP	133	369.5	9.5	2	1
DCP	162	424.5	9.5	2	1
DCP	127	443.5	9.5	2	1
DCP	164	460.5	9.5	2	1
DCP	183	472.5	9.5	2	1
DCP	169	496.5	9.5	2	1
DCP	160	541.5	9.5	2	1
DCP	236	538.5	9.5	2	1
DCP	225	473.5	9.5	2	1
DCP	253	419.5	9.5	2	1
DCP	304	440.5	9.5	2	1
DCP	277	488.5	9.5	2	1
DCP	334	523.5	9.5	2	1
DCP	314	557	15	2	1
DCP	310	576	15	2	1
DCP	210	563	12	2	1
DCP	190	588	12	2	1
DCP	149	579	12	2	1
DCP	155	598	12	2	1
DCP	147	641	12	2	1
DCP	140	648	12	2	1
DCP	206	621	12	2	1
DCP	239	663	12	2	1
DCP	275	632	12	2	1
